ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Maceration
5501,8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4,5,1
5502,8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6,5,1
5503,8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5,0
5504,8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4,1
5505,8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,4,0
5506,8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7,1
5507,8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,6,0
5508,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5,0
5509,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5,1
5510,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,0
5511,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,1
5512,8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6,0
5513,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,0
5514,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8,1
5515,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,0
5516,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,1
5517,8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,1
5518,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,1
5519,8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6,0
5520,8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,6,1
5521,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,0
5522,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,0
5523,8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,4,0
5524,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,0
5525,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,0
5526,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,1
5527,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,0
5528,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6,0
5529,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7,1
5530,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5,0
5531,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,0
5532,8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5,5,1
5533,8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,0
5534,8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,5,0
5535,8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5,0
5536,8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5,0
5537,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5,1
5538,8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,5,1
5539,8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6,1
5540,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5,1
5541,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,0
5542,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,0
5543,8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6,1
5544,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,0
5545,8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6,1
5546,8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5,11
5547,8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,4,13
5548,8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,4,15
5549,8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,6,7
5550,8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,6,9
5551,8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,16
5552,8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,17
5553,8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,17
5554,8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,20
5555,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,19
5556,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,18
5557,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,8
5558,8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,7
5559,8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,21
5560,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,7
5561,8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,16
5562,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5,8
5563,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4,8
5564,8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,13
5565,8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5,7
5566,8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6,11
5567,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,18
5568,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,17
5569,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,14
5570,8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5,15
5571,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,11
5572,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,19
5573,8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3,21
5574,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,19
5575,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,17
5576,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,11
5577,8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,15
5578,8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,11
5579,8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6,10
5580,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,12
5581,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,17
5582,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5,15
5583,8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5,18
5584,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,18
5585,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,19
5586,8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,5,1
5587,8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,6,1
5588,8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6,0
5589,8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,1
5590,8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6,0
5591,8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5,1
5592,8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,6,1
5593,8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,4,1
5594,8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5,5,1
5595,8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6,1
5596,8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,6,0
5597,8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6,0
5598,8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,1
5599,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5,1
5600,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5,1
5601,8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6,1
5602,8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,3,0
5603,8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,7,0
5604,8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5,5,1
5605,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7,1
5606,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,1
5607,8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5,1
5608,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,1
5609,8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6,0
5610,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,1
5611,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,1
5612,8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6,0
5613,8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6,1
5614,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,0
5615,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,1
5616,8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6,0
5617,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5,0
5618,8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,1
5619,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,1
5620,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,1
5621,8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6,0
5622,8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,5,0
5623,8.3,0.17,0.31,1.5,0.049,48,153,0.9942,3.12,0.58,9.4,6,1
5624,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6,1
5625,8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3,5,0
5626,8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,6,0
5627,8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1,6,1
5628,8.3,0.25,0.33,2.5,0.053,12,72,0.99404,2.89,0.48,9.5,5,1
5629,8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5,1
5630,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,0
5631,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,0
5632,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,1
5633,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,1
5634,8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,5,1
5635,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5,1
5636,8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,1
5637,8.3,0.49,0.23,6.65,0.034,6,158,0.99344,3.05,0.48,11.2,5,0
5638,8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5,16
5639,8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,5,18
5640,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,14
5641,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,11
5642,8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,20
5643,8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5,9
5644,8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5,9
5645,8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,5,12
5646,8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,12
5647,8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,21
5648,8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,10
5649,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,11
5650,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,17
5651,8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,12
5652,8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,11
5653,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,10
5654,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,17
5655,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,13
5656,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,9
5657,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,17
5658,8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,19
5659,8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5,9
5660,8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,17
5661,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6,15
5662,8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5,21
5663,8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,9
5664,8.4,0.27,0.46,8.7,0.048,39,197,0.9974,3.14,0.59,9.6,6,0
5665,8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5,0
5666,8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,5,1
5667,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,0
5668,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,1
5669,8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,4,0
5670,8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7,0
5671,8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4,5,1
5672,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,1
5673,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,0
5674,8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6,1
5675,8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,5,1
5676,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,1
5677,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,0
5678,8.4,0.23,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,6,1
5679,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7,0
5680,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4,0
5681,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5,0
5682,8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6,0
5683,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,1
5684,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,1
5685,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,0
5686,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6,0
5687,8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,5,1
5688,8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6,5,1
5689,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,0
5690,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5,0
5691,8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,6,0
5692,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,0
5693,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,1
5694,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,0
5695,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5,6,0
5696,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,1
5697,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7,0
5698,8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,6,1
5699,8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7,19
5700,8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,5,11
5701,8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,16
5702,8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,17
5703,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,8
5704,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5,20
5705,8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,12
5706,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,19
5707,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,8
5708,8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,13
5709,8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,12
5710,8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,12
5711,8.5,0.34,0.4,4.7,0.055,3,9,0.99738,3.38,0.66,11.6,7,20
5712,8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8,7,12
5713,8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7,14
5714,8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,14
5715,8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5,10
5716,8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6,18
5717,8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,4,7
5718,8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,6,0
5719,8.5,0.21,0.41,4.3,0.036,24,99,0.9947,3.18,0.53,9.7,6,0
5720,8.5,0.26,0.21,16.2,0.074,41,197,0.998,3.02,0.5,9.8,3,1
5721,8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,5,0
5722,8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6,0
5723,8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2,5,0
5724,8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,6,0
5725,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,1
5726,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,1
5727,8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6,0
5728,8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,4,0
5729,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,6,0
5730,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,0
5731,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,0
5732,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,1
5733,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,1
5734,8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,5,1
5735,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,0
5736,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,1
5737,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6,0
5738,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6,1
5739,8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,6,0
5740,8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3,6,1
5741,8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,0
5742,8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,4,0
5743,8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7,0
5744,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,1
5745,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,1
5746,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,1
5747,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,4,1
5748,8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4,0
5749,8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7,0
5750,8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,5,20
5751,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,7
5752,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,21
5753,8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,5,15
5754,8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6,16
5755,8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5,12
5756,8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,17
5757,8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,12
5758,8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,21
5759,8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,12
5760,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,17
5761,8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5,15
5762,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5,10
5763,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,18
5764,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5,7
5765,8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,10
5766,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,15
5767,8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,8
5768,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,9
5769,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,10
5770,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,15
5771,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,20
5772,8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,17
5773,8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,14
5774,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8,15
5775,8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5,13
5776,8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,6,9
5777,8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,5,0
5778,8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6,0
5779,8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7,0
5780,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6,1
5781,8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5,1
5782,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7,1
5783,8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6,0
5784,8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6,1
5785,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,1
5786,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,1
5787,8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5,1
5788,8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,3,0
5789,8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6,1
5790,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5,1
5791,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5,0
5792,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6,1
5793,8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5,1
